pickup_location,drop_location,trips,revenue
"Anand Vihar ISBT",Surajpur,4,1945.5
Seelampur,"DLF Phase 4",4,1223
AIIMS,"Raj Nagar Extension",4,1603.6
INA,"Raj Nagar Extension",4,1888.9
"Kashmere Gate",Surajpur,4,1208.5
"Film City Noida","IGI Airport T1",4,1484.75
"Malviya Nagar","Green Park",4,1185.3
"Noida Sector 137","Lajpat Nagar",4,2065.5
"Sector 14 Gurugram","Noida Sector 37",4,1901.5
"Pragati Maidan","South Extension",4,1537.5
"MG Road","Mandi House",4,1333.75
"Mandi House","Noida Sector 37",4,924.5999999999999
"Lajpat Nagar","RK Puram",4,2035.5
INA,"Noida Sector 76",4,1610.7
"Alpha 1",Seelampur,4,1494
"Logix Mall",Loni,4,2340.75
"Noida City Centre","Dilshad Garden",4,2801.5
"Connaught Place","Dilshad Garden",4,1367
"Mohan Nagar",Seelampur,4,3846.25
"MG Road","IGI Airport T1",4,3220.6
"Ambience Mall","Preet Vihar",4,1871
"IFFCO Chowk","Greater Noida West",4,2827.35
"Red Fort","Gamma 1",4,960.7
"Botanical Garden","Golf Course Road",4,1819.85
Kaushambi,"Kashmere Gate",4,2079.75
"Alpha 1",Dwarka,4,2993.5
"New Delhi Railway Station","RK Puram",4,2492.5
"Model Town","DLF Phase 4",4,1374.5
"IGI Airport T1","Huda City Centre",4,2266
Kaushambi,"MG Road",4,1330.25
"South Extension","Kashmere Gate",4,1850.1
"Film City Noida",Manesar,4,2148.5
"Preet Vihar","Yamuna Bank",4,2441.35
"Noida Sector 63","Pragati Maidan",4,1761.75
"Anand Vihar ISBT","Noida Sector 15",4,1583.3
"Lajpat Nagar","IGI Airport T1",4,1938.5
"Logix Mall","Anand Vihar ISBT",4,3706.5
Akshardham,Pitampura,4,2317.75
"Logix Mall","South Extension",4,2565.75
"Old Delhi Railway Station","DLF Mall of India",4,2109
"Mayur Vihar","Noida Sector 76",4,1231.5
"Defence Colony",Saket,4,1811
"Knowledge Park",INA,4,1375.7
Manesar,"Raj Nagar Extension",4,1454.3
"Gamma 1","Noida Sector 62",4,2093.5
Dwarka,"Karol Bagh",4,1125.75
Janakpuri,"Noida Sector 62",4,2968.1499999999996
Sahibabad,Pitampura,4,2336
"Mayur Vihar","Dilshad Garden",4,1751
"Noida Sector 76","Green Park",4,2497.25
"South Extension","Preet Vihar",4,1595.4
"Raj Nagar Extension","Jama Masjid",4,1366.25
"IFFCO Chowk","Botanical Garden",4,1309.5
Dwarka,"Anand Vihar ISBT",4,1993.7
"South Extension",Loni,4,2100.5
"Red Fort",Akshardham,4,1238.5
"Malviya Nagar","DLF Mall of India",4,2226.4
"Greater Kailash","Sector 14 Gurugram",4,1693.55
Shahdara,"South Extension",4,2696.75
"Jama Masjid","Botanical Garden",4,1371.4
"Jama Masjid","MG Road",4,1931.5
Aerocity,"Cyber Hub",4,2113.5
"Pari Chowk","Sector 56 Gurugram",4,2303.7999999999997
"Udyog Vihar","Sector 29 Gurugram",4,1393.5
"Delta 1",AIIMS,4,1448.1
"Noida Sector 16","Noida City Centre",4,2121
"South Extension","Red Fort",4,2163.5
"Noida Sector 137","Ambience Mall",4,1698.6
"Mandi House",Kaushambi,4,1125.5
"Logix Mall","Dilshad Garden",4,1598.25
"Beta 1","Anand Vihar Railway Station",4,1945
"Noida Sector 78","Noida Sector 63",4,3129.05
"Sector 14 Gurugram","Rajouri Garden",4,1808
"Red Fort","Huda City Centre",4,1019.75
"DLF Phase 2","Green Park",4,1456.5
Sahibabad,"Ambience Mall",4,1850.5
"Crossings Republik",Bisrakh,4,2344.4
"Cyber City",Dwarka,4,1780
Dwarka,"Dilshad Garden",4,1552.9
"New Delhi Railway Station","Knowledge Park",4,2380
AIIMS,"Chandni Chowk",4,1282.25
Janakpuri,Ecotech,4,2458.8
Mahipalpur,"Noida Sector 137",4,1614.25
"Cyber City","Vasant Kunj",4,1243.4
Vaishali,"Laxmi Nagar",4,1895.8
Rohini,"Ghaziabad Railway Station",4,2594
"Yamuna Bank","Karol Bagh",4,2120.5
INA,Vaishali,4,1984.25
"Mohan Nagar","Cyber City",4,1802
"Sohna Road","DLF Phase 1",4,1196.5
"Hauz Khas","Cyber City",4,1792.8
"Pragati Maidan",Rohini,4,2246.6
"Delta 1",Manesar,4,3160.5
"IFFCO Chowk","Wave City Center",4,2115.2
Aerocity,"Noida Sector 78",4,1617.5
"New Delhi Railway Station",Mahipalpur,4,2552.7
"Sector 45 Gurugram","DLF Mall of India",4,2513.2
Sahibabad,"Noida City Centre",4,1979.2
"DLF Phase 2","Mayur Vihar",4,1889.2
"Dilshad Garden","Karol Bagh",4,1042
Manesar,"Crossings Republik",4,1382
"Connaught Place",Sahibabad,4,2769
Manesar,Janakpuri,4,2713.6
"Raj Nagar Extension","Mandi House",4,933.8
"Jama Masjid",Rohini,4,1716
"DLF Phase 2","DLF Mall of India",4,1623.9
"Golf Course Road",Rohini,4,1917.65
"Udyog Vihar",AIIMS,4,1986.2
"Gamma 1",Ecotech,4,582.9
Vasundhara,"Noida Sector 63",4,1768.5
Vaishali,"Knowledge Park",4,2924
"Cyber City","Connaught Place",4,2232.5
Loni,Janakpuri,4,1948
"Defence Colony","Raj Nagar Extension",4,712.25
"Crossings Republik","Mohan Nagar",4,874.9000000000001
"Model Town",Shahdara,4,2351.8
"Pragati Maidan",Dwarka,4,837.5
"Noida Sector 137",ITO,4,3046
"Vasant Kunj",Sahibabad,4,1906.9
"IFFCO Chowk","DLF Mall of India",4,1963.25
"Vasant Kunj","Noida Sector 16",4,2405.5
ITO,"Noida Sector 62",4,2223.9
"Chandni Chowk","Mandi House",4,4548
"Civil Lines","Crossings Republik",4,2165.6
Loni,"Lajpat Nagar",4,1476.3
"Laxmi Nagar","Karol Bagh",4,2917.75
"Vasant Kunj","Noida Sector 137",4,1425.25
Vasundhara,"Film City Noida",4,1999.2
"DLF Phase 1","Noida City Centre",4,2614.3
"South Extension","Alpha 1",4,1895.8
"Old Delhi Railway Station","Film City Noida",4,1407.2
Akshardham,"Chandni Chowk",4,1818.75
"Rajouri Garden",Pitampura,4,2396
"Cyber City",Pitampura,4,1893.25
"Anand Vihar Railway Station","DLF Mall of India",4,1678.25
"Kashmere Gate",Sahibabad,4,3065.4
"DLF Mall of India",Saket,4,2690.75
"Sector 45 Gurugram","Noida Sector 15",4,1709.45
"DLF Phase 3","Noida Sector 137",4,3102.1
"DLF Phase 4","IFFCO Chowk",4,1367.65
"Rajouri Garden","Vasant Kunj",4,1738.9
"Anand Vihar ISBT",AIIMS,4,782
"Pragati Maidan",Ecotech,4,1901
Surajpur,"Old Delhi Railway Station",4,3019.6
"Defence Colony","Dilshad Garden",4,2469
"Pragati Maidan",Saket,4,2200.5
"Jama Masjid","Karol Bagh",4,2041
"Delta 1","DLF Phase 4",4,1956.9
"Connaught Place",ITO,4,1517.5
"Jama Masjid","Defence Colony",4,1736.5
"Sector 29 Gurugram","New Delhi Railway Station",4,1905.15
ITO,"Sector 56 Gurugram",4,1911.9
"Knowledge Park","New Delhi Railway Station",4,1884.55
"DLF Phase 4","Ghaziabad Railway Station",4,2812.5
"Huda City Centre","Sohna Road",4,2331.75
Seelampur,"IGI Airport T1",4,2778.45
"Noida Sector 15",ITO,4,3508.5
"Noida City Centre","Udyog Vihar",4,1214
"Golf Course Road",Daryaganj,4,1461.5
"Old Delhi Railway Station",AIIMS,4,2059.5
"Sarojini Nagar",Vaishali,4,3775.5
"Sector 56 Gurugram","Knowledge Park",4,1986.9
"Delta 1",Loni,4,2100
"Red Fort","Pari Chowk",4,2162.5
"Noida Sector 78",Manesar,4,1931.5
Seelampur,"Sector 56 Gurugram",4,2292
"Raj Nagar Extension","Noida Sector 16",4,2406.6
"Lajpat Nagar",Pitampura,4,3031.5
"Beta 1",Loni,4,1555.5
"Knowledge Park","Sohna Road",4,1993.2
"Huda City Centre",Rohini,4,1925.1
Pitampura,Daryaganj,4,2675.25
Rohini,"Civil Lines",4,2300.75
"Noida Sector 63",Surajpur,4,-263
"Anand Vihar Railway Station","Raj Nagar Extension",4,2216.1
"Green Park",Akshardham,4,2363.65
"DLF Phase 3","Alpha 1",4,2832.4
Daryaganj,"Defence Colony",4,1778.5
"Civil Lines","IFFCO Chowk",4,2983.3
"Pragati Maidan","Old Delhi Railway Station",4,2286.5
"Connaught Place","Airport T3",4,1535.5
"Vasant Kunj","DLF Phase 3",4,1795.75
"Anand Vihar Railway Station",Ecotech,4,2516.75
Kalkaji,"Sarojini Nagar",4,1526.2
"DLF Phase 3","Defence Colony",4,662.2
"Knowledge Park",Ecotech,4,1734.2
"Sarojini Nagar","Alpha 1",4,2098
"Dilshad Garden","Hauz Khas",4,1991.6
"Greater Noida West","Jama Masjid",4,2438.5
"Model Town","Noida Sector 37",4,1720.15
"Raj Nagar Extension","RK Puram",4,1070
"Civil Lines","Noida Sector 16",4,980.8
Bisrakh,"Cyber Hub",4,1215.4
Loni,Shahdara,4,1279.5
"Laxmi Nagar","Civil Lines",4,883.3
"IGI Airport T1",Janakpuri,4,1517.6
"Mayur Vihar","RK Puram",4,1947.3
Akshardham,"Mandi House",4,2056.35
"Mohan Nagar","Karol Bagh",4,1860
"Knowledge Park","Pragati Maidan",4,2152.25
"Ambience Mall","Noida City Centre",3,2304.25
"Gamma 1","DLF Phase 1",3,1078.05
"Mohan Nagar","Hauz Khas",3,702.4
"New Delhi Railway Station","DLF Mall of India",3,2762.5
"Preet Vihar","Green Park",3,1043.3
"Sector 14 Gurugram","Laxmi Nagar",3,1655.3
"IGI Airport T1","Hauz Khas",3,866
"Ghaziabad Railway Station","Noida Sector 63",3,1768.1
"Nehru Place","Noida Sector 63",3,592.75
"Defence Colony",Kalkaji,3,1800
"Jama Masjid","Cyber Hub",3,1680.3
"Nehru Place","Wave City Center",3,2093.5
"Yamuna Bank","Delta 1",3,709.8
"Alpha 1",Vaishali,3,2182.2
"Jama Masjid","Greater Noida West",3,1374
"Greater Noida West","Noida Sector 62",3,1518.5
"Pari Chowk","Udyog Vihar",3,1538.1999999999998
"Chandni Chowk",ITO,3,1166.5
Akshardham,"Noida City Centre",3,1304.5
Aerocity,"Hauz Khas",3,2453
Ecotech,Shahdara,3,671.3
"Sarojini Nagar","Noida Sector 18",3,2056
"IGI Airport T1","DLF Phase 1",3,1449.25
"Red Fort","Dilshad Garden",3,1616.5
"Noida City Centre","DLF Mall of India",3,725.75
"Malviya Nagar",Pitampura,3,1618
ITO,"Sohna Road",3,1578
"Pari Chowk","Noida Sector 18",3,743
"Pari Chowk","RK Puram",3,665.3
"Jama Masjid","Noida Sector 18",3,1040.5
"Dilshad Garden","Pragati Maidan",3,1472
"Huda City Centre","Airport T3",3,2083
Loni,"Cyber Hub",3,2057.5
INA,Kaushambi,3,906.75
Seelampur,INA,3,214.5
"Lajpat Nagar",Rohini,3,1948
Bisrakh,Saket,3,1321.5
"Rajouri Garden","Preet Vihar",3,1816.5
"Film City Noida","Noida Sector 62",3,1274
"Yamuna Bank",Ecotech,3,2002
Seelampur,"Pari Chowk",3,1592
"Mandi House","Sector 45 Gurugram",3,906
Ecotech,"Ambience Mall",3,2256.5
"Knowledge Park","Green Park",3,1313.1
"Pragati Maidan","IFFCO Chowk",3,1653.3
"Kashmere Gate","Crossings Republik",3,1235.6999999999998
"Noida Sector 62","Anand Vihar ISBT",3,1014.25
"Anand Vihar ISBT","Alpha 1",3,1087.2
Akshardham,"Nehru Place",3,2061.8
Mahipalpur,"Red Fort",3,1718.5
"Botanical Garden","Gamma 1",3,1142.8
"Huda City Centre","DLF Phase 2",3,989.1
Sahibabad,"DLF Phase 3",3,1374
"DLF Phase 1","Huda City Centre",3,1982.55
ITO,"Mohan Nagar",3,1161.75
"Botanical Garden","Yamuna Bank",3,1214.8
"RK Puram","Noida Sector 62",3,995.5
"Chandni Chowk","DLF Phase 1",3,315
"Hauz Khas",Dwarka,3,998
"IFFCO Chowk","Noida Sector 37",3,1223
Indirapuram,"Airport T3",3,3153
"Noida Sector 63","Red Fort",3,91
"DLF Phase 4","Knowledge Park",3,1206.5
Rohini,"Film City Noida",3,2525.5
Sahibabad,"Civil Lines",3,1601.7
"Dilshad Garden","Sector 14 Gurugram",3,1041.5
"DLF Phase 1","Connaught Place",3,1583.5
"Crossings Republik","MG Road",3,2100.4
Seelampur,"Old Delhi Railway Station",3,1590
"New Delhi Railway Station",Saket,3,1646.25
Indirapuram,"Anand Vihar Railway Station",3,1895
"DLF Phase 1",Aerocity,3,1645
"Lajpat Nagar","Mayur Vihar",3,1057.8
"Wave City Center","Noida Sector 16",3,1216.8
"Sector 45 Gurugram",Surajpur,3,1168
"Vasant Kunj","DLF Phase 1",3,1643.5
INA,"RK Puram",3,683
"MG Road","Malviya Nagar",3,2196.75
"Noida City Centre","Noida Sector 76",3,1919.8
"DLF Phase 3","Karol Bagh",3,2739.5
"Ghaziabad Railway Station",Rohini,3,1430.25
"Old Delhi Railway Station","Alpha 1",3,4262.5
"Ambience Mall","Rajouri Garden",3,1751.7
"Golf Course Road","Beta 1",3,1498
"Golf Course Road","Greater Kailash",3,1378.4
Vaishali,"Red Fort",3,1437.25
"Kashmere Gate","Red Fort",3,2408
"RK Puram","New Delhi Railway Station",3,1711.1999999999998
Akshardham,"Crossings Republik",3,820.5
Bisrakh,"IGI Airport T1",3,1381.25
"Noida Sector 16","Civil Lines",3,1418.3
"Wave City Center","Sohna Road",3,1471
"Chandni Chowk","Raj Nagar Extension",3,560.5
AIIMS,"Old Delhi Railway Station",3,1028
"Defence Colony",Dwarka,3,1963.5
"Airport T3","Noida Sector 15",3,1355.8
Surajpur,"Dilshad Garden",3,1967
"Sector 56 Gurugram","Greater Noida West",3,1720
"Airport T3","Anand Vihar ISBT",3,1485.5
Shahdara,Rohini,3,607
"Dilshad Garden",Manesar,3,865.5
"New Delhi Railway Station","DLF Phase 2",3,1626.6
"Sector 14 Gurugram","Pragati Maidan",3,1448
"Hauz Khas","Noida City Centre",3,577
"Crossings Republik",Indirapuram,3,813
"Noida Sector 62","Logix Mall",3,1522
"Ambience Mall","Anand Vihar Railway Station",3,786
"Anand Vihar Railway Station","Gamma 1",3,1169.5
Janakpuri,"DLF Phase 1",3,2017
"IGI Airport T1",Pitampura,3,1625.75
Dwarka,"Civil Lines",3,1811
"Sarojini Nagar","DLF Phase 1",3,1182.5
"Malviya Nagar",Vasundhara,3,1715.25
"Old Delhi Railway Station",Rohini,3,1239
Mahipalpur,"Ghaziabad Railway Station",3,1437
Kaushambi,Loni,3,1652.25
"Cyber Hub","Red Fort",3,1570.75
"Pari Chowk","Noida Sector 62",3,812.8
Saket,AIIMS,3,1580.15
Ecotech,ITO,3,1708.5
"Old Delhi Railway Station","Defence Colony",3,2799.5
Surajpur,"Cyber City",3,1245.5
"Ambience Mall","DLF Phase 2",3,1620
Loni,Ecotech,3,1409.5
Seelampur,"Alpha 1",3,1612
"Connaught Place","Huda City Centre",3,1242.5
"Preet Vihar",Bisrakh,3,1453.25
"Airport T3",ITO,3,1592.95
"Noida Sector 137","Anand Vihar ISBT",3,1477.7
"Sohna Road","Karol Bagh",3,2210
"Mayur Vihar","Huda City Centre",3,1907
"Old Delhi Railway Station","IFFCO Chowk",3,1391.2
"Cyber City",Vaishali,3,801.75
"Karol Bagh","Vasant Kunj",3,1403
"Anand Vihar Railway Station",Daryaganj,3,1204.75
"DLF Phase 2",Ecotech,3,1156
Vaishali,"Golf Course Road",3,1914.5
"Old Delhi Railway Station","Noida Sector 37",3,821.75
"DLF Phase 3","Noida Sector 37",3,1338
"Delta 1",Vaishali,3,894
"Cyber City","Sector 14 Gurugram",3,2196.75
"Film City Noida","Connaught Place",3,595.5
"Green Park","Dilshad Garden",3,1452.4
"Ghaziabad Railway Station",ITO,3,1245
"Noida Sector 18","Cyber Hub",3,1059.6
"Crossings Republik","Sohna Road",3,944.5
Seelampur,"Noida Sector 78",3,1827.9
"Sector 14 Gurugram","Pari Chowk",3,796.75
"Film City Noida","Delta 1",3,1126.4
"Red Fort",Sahibabad,3,1327
ITO,"Noida Sector 78",3,1097.5
Bisrakh,"IFFCO Chowk",3,998
"Beta 1",Saket,3,1471.2
"Vasant Kunj",Shahdara,3,1211
"Old Delhi Railway Station","Jama Masjid",3,1013
Janakpuri,Kalkaji,3,1173.4
"Delta 1",Surajpur,3,878.8
"Preet Vihar","Film City Noida",3,630
Kalkaji,"Mohan Nagar",3,2019.5
"Defence Colony",Rohini,3,502.5
"Noida Sector 137",Kalkaji,3,1835.5
Rohini,"IGI Airport T1",3,1614.75
"Mohan Nagar","Delta 1",3,1806
"DLF Phase 3","Udyog Vihar",3,1887.3
"Rajouri Garden","Golf Course Road",3,2122.75
"Mandi House",Indirapuram,3,1461
Vasundhara,"Old Delhi Railway Station",3,2515.5
"Logix Mall","Nehru Place",3,1895.9
"Connaught Place",Surajpur,3,1729.5
"Kashmere Gate","Alpha 1",3,1033.5
"Sarojini Nagar","Noida Sector 62",3,2166.75
Shahdara,"Karol Bagh",3,2133.2
"Airport T3","Karol Bagh",3,519.8
"Beta 1","Logix Mall",3,1724
ITO,"Ghaziabad Railway Station",3,1525.95
"Delta 1","Anand Vihar Railway Station",3,2474.25
"Connaught Place","Pari Chowk",3,1360.9
"Green Park",Vaishali,3,1527.4
"Noida Sector 137","DLF Phase 2",3,1352.3000000000002
ITO,"DLF Phase 3",3,1988.5
"Yamuna Bank","DLF Phase 3",3,1232
Surajpur,"Noida Sector 76",3,1633
"Golf Course Road","Film City Noida",3,1689
"Noida Sector 15","Mayur Vihar",3,2315.75
Janakpuri,"Malviya Nagar",3,1851
"Knowledge Park","DLF Phase 4",3,1876.15
"New Delhi Railway Station","Civil Lines",3,1674.75
"Crossings Republik","Noida Sector 62",3,1212.5
Dwarka,Rohini,3,1459.25
Aerocity,"Dilshad Garden",3,1602.25
"Noida Sector 15","Model Town",3,1491.5
"Rajouri Garden",Vasundhara,3,2132.75
"Nehru Place","Golf Course Road",3,825
Daryaganj,Surajpur,3,838
"Pari Chowk","Sohna Road",3,1769.9
"Wave City Center","Noida Sector 62",3,986
"Greater Noida West","Noida Sector 18",3,1712.6
"IFFCO Chowk","Raj Nagar Extension",3,2576.25
"Anand Vihar ISBT",Dwarka,3,1843.4
"Sector 14 Gurugram",Surajpur,3,1452
"Logix Mall","Greater Kailash",3,1187.5
"Karol Bagh","Dilshad Garden",3,1298.1
Saket,"Airport T3",3,1237.5
"Greater Kailash","Pragati Maidan",3,1395.75
Janakpuri,"Old Delhi Railway Station",3,1858.6
"Film City Noida","Knowledge Park",3,791.7
"Green Park","Wave City Center",3,629
Ecotech,Mahipalpur,3,697.5
Saket,"DLF Phase 4",3,2254.5
Saket,"Civil Lines",3,2434
"Greater Kailash","Old Delhi Railway Station",3,1752.5
"Mandi House","Mohan Nagar",3,2368.4
"Mandi House","Udyog Vihar",3,1959.4499999999998
"Film City Noida","Red Fort",3,1632.8
"Noida Sector 76","Sector 45 Gurugram",3,1346.75
"Yamuna Bank","Jama Masjid",3,1230
"Hauz Khas","Red Fort",3,990.7
"Sector 56 Gurugram","Noida Sector 76",3,840.5
"Sarojini Nagar",Indirapuram,3,1373.65
"Sector 56 Gurugram","Karol Bagh",3,1526.1
Kalkaji,"Gamma 1",3,3387.5
"New Delhi Railway Station","Anand Vihar Railway Station",3,1528.25
"Noida Sector 15",Shahdara,3,1645.4
"South Extension","Pragati Maidan",3,1630.4
"Wave City Center","Sector 56 Gurugram",3,1894.2
"Sector 29 Gurugram",Mahipalpur,3,2473.7
"Defence Colony","Crossings Republik",3,2836.75
"IFFCO Chowk",Saket,3,1132.8
Seelampur,"Mohan Nagar",3,2169.25
"Dilshad Garden","Kashmere Gate",3,1637.3
"Sector 29 Gurugram","Malviya Nagar",3,2303.5
"Karol Bagh",Kaushambi,3,840.1
INA,"Cyber Hub",3,1760.6
"Yamuna Bank",Saket,3,2388.5
"DLF Phase 1","Kashmere Gate",3,2814.5
"Sector 56 Gurugram","Sohna Road",3,1006.2
"DLF Phase 3",Loni,3,2610.5
Seelampur,"Noida Sector 18",3,1659.1
"MG Road","DLF Mall of India",3,1427.5
"Laxmi Nagar","Knowledge Park",3,1986.5
"Ghaziabad Railway Station","Civil Lines",3,1549.1
"Noida Sector 37",AIIMS,3,1528.75
"Noida Sector 16","IFFCO Chowk",3,1542.25
AIIMS,Rohini,3,1694
"Old Delhi Railway Station",ITO,3,1453.5
"Raj Nagar Extension",Aerocity,3,1439
"Noida Sector 78","Film City Noida",3,1506.6999999999998
"Beta 1","DLF Phase 4",3,610.5
"Noida City Centre","Mohan Nagar",3,1722.95
Rohini,"Noida Sector 76",3,1517.25
Vasundhara,"Cyber City",3,2214
"Gamma 1","Noida Sector 137",3,484.3
"Noida Sector 15","DLF Phase 1",3,1510.5
"Laxmi Nagar","Anand Vihar ISBT",3,1649.5
"Model Town",Daryaganj,3,1865.5
"Sector 45 Gurugram","Noida Sector 37",3,1251.5
"Udyog Vihar","Alpha 1",3,596.75
"Noida Sector 37",Akshardham,3,1850
"Sarojini Nagar",Bisrakh,3,1152.5
Loni,"Botanical Garden",3,1896.4
"Crossings Republik","New Delhi Railway Station",3,1261.5
"Ambience Mall","DLF Mall of India",3,1092.5
"Defence Colony","Delta 1",3,2709.5
"Raj Nagar Extension","Lajpat Nagar",3,2166.75
"Green Park","Old Delhi Railway Station",3,794.3
"Model Town","Cyber City",3,2089.5
"Huda City Centre",Seelampur,3,1300.5
"Noida Sector 62","Film City Noida",3,1013.5
Shahdara,"Yamuna Bank",3,927.5
"Udyog Vihar","Connaught Place",3,1286.3
"Hauz Khas","Knowledge Park",3,1805
Rohini,"Anand Vihar Railway Station",3,1021.6
"Noida Sector 76","Noida Sector 63",3,1155.6
"Anand Vihar Railway Station","Sector 14 Gurugram",3,1593.5
"Jama Masjid",Daryaganj,3,1558.5
"Pragati Maidan","Cyber City",3,1432.55
"Old Delhi Railway Station","Greater Kailash",3,1205
"Sector 45 Gurugram","Greater Kailash",3,2235
"Noida City Centre","Cyber City",3,1873
Saket,"Noida Sector 63",3,519.5
"Logix Mall","Defence Colony",3,1982.75
"Huda City Centre","Pragati Maidan",3,1349.75
Janakpuri,"Jama Masjid",3,2591.25
"Noida Sector 78","Noida City Centre",3,1279.5
Saket,Manesar,3,1995.5
"New Delhi Railway Station",Kalkaji,3,1173.3
Saket,"Alpha 1",3,870.5
"Jama Masjid",Kaushambi,3,997
Aerocity,"Anand Vihar Railway Station",3,660.1
"Noida Sector 18",Pitampura,3,647.4
"DLF Phase 1","Greater Noida West",3,1079
"Sarojini Nagar","Udyog Vihar",3,1374.9
Aerocity,"Noida Sector 18",3,1230
Indirapuram,Manesar,3,1830.9
"Anand Vihar ISBT",Ecotech,3,1442.65
"Karol Bagh","Noida Sector 137",3,1651.75
"Model Town",Aerocity,3,1744.5
"Pragati Maidan",Vaishali,3,1733.2
Dwarka,Loni,3,1087.4
"Old Delhi Railway Station","Noida Sector 63",3,1586.5
"Noida Sector 15","Noida Sector 137",3,1157
Surajpur,"Hauz Khas",3,1006.5
Ecotech,"Alpha 1",3,1084.5
"New Delhi Railway Station","Mohan Nagar",3,1743.25
"Noida Sector 63","Nehru Place",3,832.9
"Mandi House","Logix Mall",3,1789
Rohini,"Alpha 1",3,1090.7
Seelampur,"Sector 29 Gurugram",3,1469.3
"IGI Airport T1",Shahdara,3,1388
"Preet Vihar","Udyog Vihar",3,1819.5
"Noida City Centre","IGI Airport T1",3,979.5
"Cyber Hub","South Extension",3,1610.75
"Red Fort","Laxmi Nagar",3,1222.5
"IFFCO Chowk","Noida Sector 78",3,2396.25
Kaushambi,"Old Delhi Railway Station",3,1237
"Pari Chowk","Mandi House",3,2200.35
"Sector 29 Gurugram","Green Park",3,1614.9
"Noida Sector 37","Noida City Centre",3,1893.4
"Lajpat Nagar","Noida Sector 37",3,1776
"Beta 1","Anand Vihar ISBT",3,1929.7
Saket,"Noida Sector 18",3,1296.25
"Jama Masjid","Noida Sector 78",3,1473.5
Sahibabad,"Preet Vihar",3,1095.25
"Pragati Maidan",Kaushambi,3,1230.35
"Rajouri Garden","Ambience Mall",3,2043.4
ITO,"Golf Course Road",3,797.5
Bisrakh,"Nehru Place",3,1225.5
"Crossings Republik","Karol Bagh",3,1346.6
Akshardham,"Connaught Place",3,2347.25
"Pari Chowk","Knowledge Park",3,1043.5
Vaishali,"Dilshad Garden",3,186.75
"Model Town","Karol Bagh",3,1368.45
"Airport T3",Rohini,3,1342.5
"Cyber City","Crossings Republik",3,1049.75
"Defence Colony","Noida Sector 63",3,1390.25
Mahipalpur,"Cyber Hub",3,1550.5
"Anand Vihar Railway Station","Delta 1",3,1406.5
ITO,"Preet Vihar",3,2607.5
Janakpuri,"Wave City Center",3,1364.5
INA,"IFFCO Chowk",3,887
"Rajouri Garden",Seelampur,3,1327.25
Surajpur,"RK Puram",3,1288.5
Mahipalpur,"Greater Kailash",3,1466
Rohini,"Sohna Road",3,1355.25
"Defence Colony","Mandi House",3,2353.75
"Mohan Nagar","Yamuna Bank",3,1937.5
"Gamma 1","Sector 14 Gurugram",3,960.5
"Crossings Republik","Gamma 1",3,2102
"Greater Noida West","Logix Mall",3,2686.6
Rohini,Seelampur,3,902.2
"Cyber City","Sector 56 Gurugram",3,652.5
"Vasant Kunj","Udyog Vihar",3,1369
"DLF Phase 2",Shahdara,3,957.7
Manesar,"Connaught Place",3,1529.6999999999998
"DLF Phase 1","DLF Phase 4",3,1643
"Wave City Center","Alpha 1",3,1550.1
"Wave City Center",Saket,3,158.75
"IGI Airport T1","DLF Phase 3",3,515
"Preet Vihar","Mohan Nagar",3,1418.55
"DLF Phase 1","Film City Noida",3,802.5
"Alpha 1",Sahibabad,3,845.25
"DLF Phase 3","IGI Airport T1",3,1540.5
"Civil Lines","Beta 1",3,2315.6
Saket,"Dilshad Garden",3,1406
"Beta 1",Daryaganj,3,1625.25
"Malviya Nagar","Red Fort",3,1353.25
"Mohan Nagar","Noida Sector 37",3,1381.1
"RK Puram","Crossings Republik",3,2196.75
"IFFCO Chowk",Surajpur,3,1169.5
"Film City Noida",Sahibabad,3,2128.7
"Greater Kailash","Nehru Place",3,546.8
Shahdara,Sahibabad,3,1445.7
"Noida Sector 15","Raj Nagar Extension",3,1859.25
"Karol Bagh","Botanical Garden",3,1291.7
"Sector 56 Gurugram","Preet Vihar",3,766
"Noida Sector 18","New Delhi Railway Station",3,1884
"Mayur Vihar","Jama Masjid",3,1382.85
Aerocity,Seelampur,3,114.30000000000001
"Crossings Republik",Vasundhara,3,851
"DLF Phase 1","Delta 1",3,1621
"Preet Vihar","RK Puram",3,2980.8
"Film City Noida",Janakpuri,3,1927
"IFFCO Chowk",Loni,3,1801.8
Dwarka,"Yamuna Bank",3,1254.5
Indirapuram,Akshardham,3,2025.4
Dwarka,Indirapuram,3,2145.45
Kaushambi,"Noida Sector 76",3,1211
"Cyber City","Raj Nagar Extension",3,2625.5
"Yamuna Bank","Knowledge Park",3,2246.6
